task,n,mean_diff,sd_diff,margin,p_tost,equivalent_at_05,ci95_low,ci95_high,clustered_n,clustered_mean_diff,clustered_sd_diff,clustered_margin,clustered_p_tost,clustered_equivalent_at_05,clustered_ci95_low,clustered_ci95_high,clustered_n_clusters,clustered_n_cells
t1_rho,356.0,0.0005478910344765196,0.05272951874514077,0.03,4.4615626594426387e-23,1.0,-0.0049482776969003335,0.006044059765853373,7.0,0.001044928830891181,0.004220376559588606,0.03,8.998321522355624e-07,1.0,-0.0028582684865454786,0.00494812614832784,7.0,356.0
