block_id,dataset,backbone,pred_len,seed,val_order,condition,arms,realised_mse,rel_gain_vs_best_fixed,oracle_headroom_pct,best_fixed_mse,oracle_mse,random_arm_mse,best_fixed_arm,oracle_match_acc,n_arms
ETTh1_h96_DLinear,ETTh1,DLinear,96,2022,shuffled,index,fredf|none|revin|san_lite,0.40000031785755225,-1.0349860927226457,3.932857773427807,0.3959027791526202,0.38033248592749963,0.39913797441408494,none,0.20035906642728904,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2022,shuffled,defect,fredf|none|revin|san_lite,0.39688354128139025,-0.247728023245826,3.932857773427807,0.3959027791526202,0.38033248592749963,0.39913797441408494,none,0.22836624775583483,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2022,shuffled,control,fredf|none|revin|san_lite,0.39608951838590084,-0.047167952111969405,3.932857773427807,0.3959027791526202,0.38033248592749963,0.39913797441408494,none,0.17522441651705564,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2023,deterministic,index,fredf|none|revin|san_lite,0.3992197320587545,-0.9388177103454813,3.942319539356121,0.39550664562404264,0.37991450985415404,0.39870189042691695,none,0.21149012567324954,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2023,deterministic,defect,fredf|none|revin|san_lite,0.39897532993844,-0.8770230166232336,3.942319539356121,0.39550664562404264,0.37991450985415404,0.39870189042691695,none,0.20682226211849192,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2023,deterministic,control,fredf|none|revin|san_lite,0.39695419214358235,-0.3659980269751794,3.942319539356121,0.39550664562404264,0.37991450985415404,0.39870189042691695,none,0.17127468581687613,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2023,shuffled,index,fredf|none|revin|san_lite,0.3984276769993763,-0.7401672606425405,3.962006972741603,0.3955003131655859,0.37983056318075054,0.3986652515775104,none,0.20646319569120286,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2023,shuffled,defect,fredf|none|revin|san_lite,0.3980999280563163,-0.6572978084196758,3.962006972741603,0.3955003131655859,0.37983056318075054,0.3986652515775104,none,0.20754039497307003,4
ETTh1_h96_DLinear,ETTh1,DLinear,96,2023,shuffled,control,fredf|none|revin|san_lite,0.3969761950323355,-0.37316831810741424,3.962006972741603,0.3955003131655859,0.37983056318075054,0.3986652515775104,none,0.16804308797127468,4
ETTh1_h96_PatchTST,ETTh1,PatchTST,96,2021,deterministic,index,fredf|none|san_lite,0.3875845180994946,-0.9845562602969207,4.153395867677321,0.3838057347110187,0.36786476318562267,0.39351281459765974,none,0.4254937163375224,3
ETTh1_h96_PatchTST,ETTh1,PatchTST,96,2021,deterministic,defect,fredf|none|san_lite,0.39023070339668586,-1.6740158118024886,4.153395867677321,0.3838057347110187,0.36786476318562267,0.39351281459765974,none,0.3590664272890485,3
ETTh1_h96_PatchTST,ETTh1,PatchTST,96,2021,deterministic,control,fredf|none|san_lite,0.38974090394308153,-1.5463993096746291,4.153395867677321,0.3838057347110187,0.36786476318562267,0.39351281459765974,none,0.3906642728904847,3
ETTh1_h96_iTransformer,ETTh1,iTransformer,96,2021,deterministic,index,fredf|none|san_lite,0.3979467878542854,-4.937568154071578,4.321166268596598,0.3792224222978099,0.362835590902522,0.3950737972216004,fredf,0.3238779174147217,3
ETTh1_h96_iTransformer,ETTh1,iTransformer,96,2021,deterministic,defect,fredf|none|san_lite,0.3900405474047258,-2.852712411192889,4.321166268596598,0.3792224222978099,0.362835590902522,0.3950737972216004,fredf,0.38707360861759427,3
ETTh1_h96_iTransformer,ETTh1,iTransformer,96,2021,deterministic,control,fredf|none|san_lite,0.3997809698808557,-5.421237346271903,4.321166268596598,0.3792224222978099,0.362835590902522,0.3950737972216004,fredf,0.3220825852782765,3
ETTh2_h192_DLinear,ETTh2,DLinear,192,2021,deterministic,index,fredf|none|revin|san_lite,0.3737821079120068,1.4500749901771948,11.503940814844805,0.3792819810616301,0.33564960643892927,0.41299695936410885,revin,0.423205652658981,4
ETTh2_h192_DLinear,ETTh2,DLinear,192,2021,deterministic,defect,fredf|none|revin|san_lite,0.38961796879535626,-2.7251459995002167,11.503940814844805,0.3792819810616301,0.33564960643892927,0.41299695936410885,revin,0.28597991818519897,4
ETTh2_h192_DLinear,ETTh2,DLinear,192,2021,deterministic,control,fredf|none|revin|san_lite,0.38893070409276,-2.543944482709836,11.503940814844805,0.3792819810616301,0.33564960643892927,0.41299695936410885,revin,0.29713648196355524,4
