task,n,mean_diff,sd_diff,margin,p_tost,equivalent_at_05,ci95_low,ci95_high
t1_r2,36.0,0.2262079755698879,0.22189208748432726,0.02,0.9999986007592501,0.0,0.15113049456689598,0.3012854565728798
