block_id,seed,val_order,condition,n_arms,n,modal_arm,modal_share,best_fixed_share,modal_is_best_fixed,entropy_bits
ETTm2_h96_iTransformer,2021,deterministic,index,3,11425,0,0.5088840262582057,0.5088840262582057,True,1.4885561261937108
ETTm2_h96_iTransformer,2021,deterministic,defect,3,11425,0,0.39282275711159736,0.39282275711159736,True,1.5732455414645043
Exchange_h192_DLinear,2021,deterministic,index,4,569,2,0.6309314586994728,0.6309314586994728,True,1.3637758092815333
Exchange_h192_DLinear,2021,deterministic,defect,4,569,2,0.3989455184534271,0.3989455184534271,True,1.8568479132951627
Exchange_h336_DLinear,2021,deterministic,index,4,425,2,0.611764705882353,0.611764705882353,True,1.170516651407862
Exchange_h336_DLinear,2021,deterministic,defect,4,425,2,0.48470588235294115,0.48470588235294115,True,1.3836046784742062
Exchange_h336_PatchTST,2021,deterministic,index,3,425,2,0.5247058823529411,0.5247058823529411,True,1.4599990789636323
Exchange_h336_PatchTST,2021,deterministic,defect,3,425,2,0.37411764705882355,0.37411764705882355,True,1.5746518818137623
Exchange_h336_iTransformer,2021,deterministic,index,3,425,2,0.40705882352941175,0.3764705882352941,False,1.536338140388884
Exchange_h336_iTransformer,2021,deterministic,defect,3,425,1,0.34352941176470586,0.3129411764705882,False,1.5835982425200683
Exchange_h720_DLinear,2021,deterministic,index,4,41,3,1.0,1.0,True,-0.0
Exchange_h720_DLinear,2021,deterministic,defect,4,41,3,0.8780487804878049,0.8780487804878049,True,0.5349436990971066
Exchange_h96_DLinear,2021,deterministic,index,4,665,2,0.5368421052631579,0.5368421052631579,True,1.6173158265816836
Exchange_h96_DLinear,2021,deterministic,defect,4,665,2,0.36541353383458647,0.36541353383458647,True,1.8844125784663097
Exchange_h96_PatchTST,2021,deterministic,index,3,665,2,0.4105263157894737,0.4105263157894737,True,1.5593128685207105
Exchange_h96_PatchTST,2021,deterministic,defect,3,665,2,0.37593984962406013,0.37593984962406013,True,1.5728936394996826
Exchange_h96_iTransformer,2021,deterministic,index,3,665,1,0.4330827067669173,0.4330827067669173,True,1.5539550075185302
Exchange_h96_iTransformer,2021,deterministic,defect,3,665,1,0.3879699248120301,0.3879699248120301,True,1.5718533508029267
