block_id,seed,val_order,n_arms,arms,n,variant,rho_bar,p,z_analytic,p_analytic,null_mean,null_sd
ETTm2_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:revin~san_lite,0.9850177345918111,0.0,,,,
ETTm2_h720_DLinear,2021,deterministic,3.0,fredf|none|revin,10801.0,index_order,0.7365290953597518,0.0004997501249375312,76.54234886494996,0.0,0.00018397850958310247,0.005666611692711075
ETTm2_h720_DLinear,2021,deterministic,3.0,fredf|none|revin,10801.0,full_permutation,0.0010846200086654192,0.4432783608195902,0.11271701771485812,0.4551274545242183,0.00018839595989661228,0.005513857398034459
ETTm2_h720_DLinear,2021,deterministic,2.0,fredf|none|revin,10801.0,pair:fredf~none,0.8382614818421985,0.0,,,,
ETTm2_h720_DLinear,2021,deterministic,2.0,fredf|none|revin,10801.0,pair:fredf~revin,0.8524397376937203,0.0,,,,
ETTm2_h720_DLinear,2021,deterministic,2.0,fredf|none|revin,10801.0,pair:none~revin,0.5188860665433364,0.0,,,,
ETTm2_h96_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11425.0,index_order,0.9204805504507698,0.0004997501249375312,98.38382735741241,0.0,4.6019386412148746e-05,0.003936668617244815
ETTm2_h96_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11425.0,full_permutation,0.00481537529712838,0.09795102448775612,0.5146823055216363,0.30338752007220515,-0.00011468820848911493,0.003801803741507119
ETTm2_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:fredf~none,0.9153348944425955,0.0,,,,
ETTm2_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:fredf~revin,0.9494741551086153,0.0,,,,
ETTm2_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:fredf~san_lite,0.9373336459321655,0.0,,,,
ETTm2_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:none~revin,0.9066760548144722,0.0,,,,
ETTm2_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:none~san_lite,0.8625195429553826,0.0,,,,
ETTm2_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:revin~san_lite,0.9515450094513889,0.0,,,,
