block_id,seed,val_order,n_arms,arms,n,variant,rho_bar,p,z_analytic,p_analytic,null_mean,null_sd
ETTm1_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:none~san_lite,0.9541226848521814,0.0,,,,
ETTm1_h192_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11329.0,pair:revin~san_lite,0.9648930721999625,0.0,,,,
ETTm1_h336_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11185.0,index_order,0.9756867183993035,0.0004997501249375312,103.18319523256493,0.0,1.9920589351646172e-06,0.00394592114419659
ETTm1_h336_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11185.0,full_permutation,-0.003986620701430685,0.8450774612693653,-0.4216028099970095,0.6633425225530816,0.00011248815329539883,0.003948932870654629
ETTm1_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:fredf~none,0.997599891986712,0.0,,,,
ETTm1_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:fredf~revin,0.9874735425884087,0.0,,,,
ETTm1_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:fredf~san_lite,0.9599618446352945,0.0,,,,
ETTm1_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:none~revin,0.980866069944734,0.0,,,,
ETTm1_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:none~san_lite,0.9542393838907023,0.0,,,,
ETTm1_h336_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11185.0,pair:revin~san_lite,0.9739795773499698,0.0,,,,
ETTm1_h720_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,10801.0,index_order,0.9775880495972039,0.0004997501249375312,101.59393024647125,0.0,-9.060766691323179e-05,0.003898788345287265
ETTm1_h720_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,10801.0,full_permutation,0.0005806775745478167,0.4292853573213393,0.06034578371596097,0.47594011911548334,-1.6538899497628417e-05,0.003926179141202965
ETTm1_h720_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,10801.0,pair:fredf~none,0.9974596716729561,0.0,,,,
ETTm1_h720_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,10801.0,pair:fredf~revin,0.9806894446683451,0.0,,,,
ETTm1_h720_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,10801.0,pair:fredf~san_lite,0.9694486536890261,0.0,,,,
ETTm1_h720_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,10801.0,pair:none~revin,0.9694403854292633,0.0,,,,
ETTm1_h720_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,10801.0,pair:none~san_lite,0.9592751737078753,0.0,,,,
ETTm1_h720_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,10801.0,pair:revin~san_lite,0.9892149684157568,0.0,,,,
ETTm1_h96_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11425.0,index_order,0.9637293378603392,0.0004997501249375312,103.00639242066855,0.0,5.445317819396819e-06,0.0038421429875698924
ETTm1_h96_DLinear,2021,deterministic,4.0,fredf|none|revin|san_lite,11425.0,full_permutation,-0.0013475121396885556,0.6266866566716641,-0.14402629327497854,0.5572601464679118,-0.00012080689997432245,0.0037974614447862823
ETTm1_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:fredf~none,0.9900184510979552,0.0,,,,
ETTm1_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:fredf~revin,0.9887250388572586,0.0,,,,
ETTm1_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:fredf~san_lite,0.93343448807791,0.0,,,,
ETTm1_h96_DLinear,2021,deterministic,2.0,fredf|none|revin|san_lite,11425.0,pair:none~revin,0.9822527975617575,0.0,,,,
