cell_id,block_id,dataset,backbone,plugin,pred_len,seed,val_order,perm_source,condition,assoc_rho_best,assoc_rho_best_feature,assoc_rho_fstd,assoc_abs_rho_mean,assoc_z_fstd,assoc_p_fstd,decile_ratio_fstd,n,rho_f_std,rho_f_range,rho_f_absdiff,rho_f_slope,rho_f_acf1,rho_f_drift,rho_f_spec_ent,rho_f_cross_corr,rho_f_last_dev,rho_f_kurtosis,spearman_test,r2_test,spearman_holdout,n_val,n_test
DLinear_ETTh1_h336_fredf_s2021_det,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2021,deterministic,simulated,control,0.014287677591618019,f_drift,-0.0035205581287555006,0.00773428329765713,-0.17757019554118794,0.8590605330247182,0.9515608380298783,2545,-0.0035205581287555006,0.00299570210725146,-0.013200130901491533,0.007652901991948238,0.005583924435088723,0.014287677591618019,0.009738622667188588,0.012431693146004478,-0.007345846180682428,0.0005857758265423302,0.015749974697321693,-5.767669463930652,-0.036526773766105476,2545,2545
DLinear_ETTh1_h336_fredf_s2021_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2021,shuffled,observed,index,0.35867899646031126,f_absdiff,0.2907555877878105,0.1382366518976595,14.665153844917574,1.0777261451918055e-48,1.280779808541191,2545,0.2907555877878105,0.24184443142600337,0.35867899646031126,0.0875320306457559,0.024217450400927775,-0.0758512852340743,-0.19037836586582246,-0.0882672769952327,0.01453353706414422,-0.010307557096512428,0.04362506383992625,-4.923508650260725,0.03688289897937253,2545,2545
DLinear_ETTh1_h336_fredf_s2021_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2021,shuffled,observed,defect,-0.034375001182963424,f_drift,-0.006314251111643471,0.01637791851366328,-0.31847870808684564,0.7501218430069152,0.9526150525025581,2545,-0.006314251111643471,-0.018143580561078808,-0.0032905398072507774,0.0018683112881850035,-0.03154929320519492,-0.034375001182963424,-0.0012859271088947462,-0.027219285253642353,0.0160177761621207,-0.023715219455658607,0.02244565121106388,-6.07652735050675,-0.004483719532777,2545,2545
DLinear_ETTh1_h336_fredf_s2021_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2021,shuffled,observed,control,0.014271385088708859,f_drift,-0.0035117889112196783,0.0077275463610405135,-0.17712789303811022,0.8594079328468449,0.951592158590045,2545,-0.0035117889112196783,0.0030039929115429726,-0.01319665371458815,0.007624770028269693,0.00558211395404441,0.014271385088708859,0.009759529087083316,0.012442789340697279,-0.007304877789904587,0.0005775627843461891,0.07367739496331821,-5.704576062559974,-0.035395765056286874,2545,2545
DLinear_ETTh1_h336_fredf_s2022_det,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2022,deterministic,simulated,index,0.35965980831291905,f_absdiff,0.29242985168551605,0.13911821574134833,14.749600502757085,3.0949128389892973e-49,1.2821347371700962,2545,0.29242985168551605,0.242007252146951,0.35965980831291905,0.08763884827133402,0.024878602482123202,-0.07657924382873067,-0.19289683792816353,-0.08738390800485214,0.014470563012287068,-0.01323724174060658,0.04636170374293096,-4.846639207312631,0.05498085616208497,2545,2545
DLinear_ETTh1_h336_fredf_s2022_det,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2022,deterministic,simulated,defect,0.03491746054126024,f_acf1,0.010873309905928023,0.02059648390178517,0.5484288841605051,0.5833974479009452,1.004703313544603,2545,0.010873309905928023,0.005090571825158329,-0.01986842113266121,-0.015196202607025795,0.03491746054126024,0.01259712203000729,0.031059748735022534,-0.029705302199948463,-0.033099449949341296,-0.01355725009149849,0.17069076492078677,-5.698795426449131,-0.00623613452269538,2545,2545
DLinear_ETTh1_h336_fredf_s2022_det,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2022,deterministic,simulated,control,-0.031190905164301067,f_kurtosis,-0.001710710349122686,0.017688849029920184,-0.08628494690284544,0.9312399044764746,0.969756065719434,2545,-0.001710710349122686,-0.0246838628170044,-0.026358067868219995,0.0009250985124351726,0.011165573214562241,0.02561367884912264,-0.0251500725695831,0.011376787148850515,-0.01871373380600004,-0.031190905164301067,0.11480102677157894,-5.650260766145867,-0.04656409754488508,2545,2545
DLinear_ETTh1_h336_fredf_s2022_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2022,shuffled,observed,index,0.3596213989974467,f_absdiff,0.2924010709888417,0.139114663005657,14.748148859651257,3.1621980944745006e-49,1.28216251496156,2545,0.2924010709888417,0.2419627001073404,0.3596213989974467,0.08764827991584927,0.024855886663338735,-0.07660797416064266,-0.1928945225255309,-0.08736604813719148,0.014534434660394564,-0.013254313899993536,0.048614559190049894,-4.8079683854096995,0.05302906476011492,2545,2545
DLinear_ETTh1_h336_fredf_s2022_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2022,shuffled,observed,defect,0.04611643662238126,f_last_dev,-0.00044474183457491825,0.013836577262684668,-0.022431924610411536,0.982103414597683,1.0237772931015685,2545,-0.00044474183457491825,0.014263506464938297,0.001651166521328386,-0.027235579573894966,0.014678833364233548,0.008960753597642934,-0.0006234785088376903,0.015449283977352209,0.04611643662238126,0.008941992161662485,0.21265565348189464,-5.703244984920609,0.018803107626194266,2545,2545
DLinear_ETTh1_h336_fredf_s2022_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2022,shuffled,observed,control,-0.031164745645682692,f_kurtosis,-0.0017340867978049204,0.017688740811339414,-0.08746401011150498,0.9303026915365388,0.9696987487358638,2545,-0.0017340867978049204,-0.024686638239339243,-0.02638947608362434,0.0008786287967338619,0.011163388550038011,0.025602614673853993,-0.025152418103915053,0.011359744463592837,-0.0187556667588092,-0.031164745645682692,0.10701313389947203,-5.639991103172142,-0.038838302477117136,2545,2545
DLinear_ETTh1_h336_fredf_s2023_det,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2023,deterministic,simulated,index,0.35998035669208295,f_absdiff,0.2925122353361381,0.13919437367926685,14.753755775988017,2.9100880558886487e-49,1.2827447759043702,2545,0.2925122353361381,0.2423975827137863,0.35998035669208295,0.08809276768627872,0.02506419742330327,-0.07625845032635374,-0.19263057899748234,-0.08720448372403931,0.014554098788467819,-0.013248985104736011,0.03638571282688393,-4.958795632902477,0.06024223719249244,2545,2545
DLinear_ETTh1_h336_fredf_s2023_det,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2023,deterministic,simulated,defect,-0.034101406129296775,f_acf1,-0.02031255873868406,0.017831511764287062,-1.0245264799661231,0.3055866701460015,0.9476365453523901,2545,-0.02031255873868406,-0.028591545256967183,-0.002091462597346242,0.005145849417389418,-0.034101406129296775,-0.030821527552448515,-0.02361454672000858,-0.003431099885762859,0.01037730898809643,-0.01982781235687052,-0.06446544409162344,-6.108898165813118,-0.05968584667202884,2545,2545
DLinear_ETTh1_h336_fredf_s2023_det,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2023,deterministic,simulated,control,0.03439578712435524,f_drift,0.028700123240765943,0.017215473828306252,1.4475791364707598,0.14773478955093058,1.069528669617663,2545,0.028700123240765943,0.025975647549665703,0.0025801138504386537,0.017239893131739084,0.016388009500164533,0.03439578712435524,-0.014095158480846078,-0.01815583878280299,-0.014569887892339463,-5.4278729944838803e-05,0.023012691636606384,-5.898347064403932,0.003936529677507756,2545,2545
DLinear_ETTh1_h336_fredf_s2023_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2023,shuffled,observed,index,0.3596486064283149,f_absdiff,0.2927281308936147,0.13922097445632353,14.76464513357154,2.4762218507799976e-49,1.2841049716576622,2545,0.2927281308936147,0.242584682091847,0.3596486064283149,0.08802395779757222,0.025464060901315918,-0.07608845957370626,-0.19273556645574047,-0.08709276465789234,0.014553825796907494,-0.013289689966324047,0.05202815489300594,-4.798079673411382,0.05200398520257723,2545,2545
DLinear_ETTh1_h336_fredf_s2023_shuf,ETTh1_h336_DLinear,ETTh1,DLinear,fredf,336,2023,shuffled,observed,defect,0.04436826564399611,f_cross_corr,0.030744243277732054,0.02501680171313121,1.5506806281657832,0.12097823914621952,1.0542052003971212,2545,0.030744243277732054,0.02187643267635722,0.0027840836806052897,0.03346574127720622,0.043399494306065774,0.018702639422176884,-0.01454083212661357,0.04436826564399611,0.02129544556022687,-0.018990839160332118,0.09237770453618353,-5.554804380153152,0.055276389548675246,2545,2545
