task,n,mean_diff,sd_diff,margin,p_tost,equivalent_at_05,ci95_low,ci95_high,clustered_n,clustered_mean_diff,clustered_sd_diff,clustered_margin,clustered_p_tost,clustered_equivalent_at_05,clustered_ci95_low,clustered_ci95_high,clustered_n_clusters,clustered_n_cells
t1_transfer,324.0,0.01595139201570863,0.1548169925633461,0.03,0.051681744042137726,0.0,-0.0009695514337189244,0.03287233546513618,6.0,0.02031298402508246,0.01661946849678343,0.03,0.10636291265449227,0.0,0.0028719214684293816,0.037754046581735534,6.0,324.0
