cell_id,n,kind,param,p,reject
DLinear_ILI_h48_revin_s2021_det,50,block,32.0,1.0455152030235434e-11,1
DLinear_ILI_h48_revin_s2021_det,50,partial,0.05,1.506479760259178e-08,1
DLinear_ILI_h48_revin_s2021_det,50,partial,0.1,9.503645294755175e-09,1
DLinear_ILI_h48_revin_s2021_det,50,partial,0.25,0.0004770502396769716,1
DLinear_ILI_h48_revin_s2021_det,50,partial,0.5,0.011952025317365653,1
DLinear_ILI_h48_revin_s2021_det,50,partial,1.0,0.8456553211541151,0
DLinear_ETTm1_h336_none_s2022_det,11185,block,8.0,0.0,1
DLinear_ETTm1_h336_none_s2022_det,11185,block,32.0,0.0,1
DLinear_ETTm1_h336_none_s2022_det,11185,block,128.0,0.0,1
DLinear_ETTm1_h336_none_s2022_det,11185,block,512.0,0.0,1
DLinear_ETTm1_h336_none_s2022_det,11185,partial,0.05,0.0,1
DLinear_ETTm1_h336_none_s2022_det,11185,partial,0.1,0.0,1
DLinear_ETTm1_h336_none_s2022_det,11185,partial,0.25,0.0,1
DLinear_ETTm1_h336_none_s2022_det,11185,partial,0.5,9.67809184808891e-132,1
DLinear_ETTm1_h336_none_s2022_det,11185,partial,1.0,0.7220318246899592,0
DLinear_ETTm1_h336_fredf_s2023_det,11185,block,8.0,0.0,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,block,32.0,0.0,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,block,128.0,0.0,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,block,512.0,0.0,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,partial,0.05,0.0,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,partial,0.1,0.0,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,partial,0.25,0.0,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,partial,0.5,1.6120346386701235e-156,1
DLinear_ETTm1_h336_fredf_s2023_det,11185,partial,1.0,0.6194904737866078,0
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,block,8.0,0.0,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,block,32.0,0.0,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,block,128.0,0.0,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,block,512.0,0.0,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,partial,0.05,0.0,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,partial,0.1,0.0,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,partial,0.25,0.0,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,partial,0.5,7.274525832910891e-155,1
DLinear_ETTm1_h336_fredf_s2021_shuf,11185,partial,1.0,0.7014410805798746,0
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,block,8.0,0.0,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,block,32.0,0.0,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,block,128.0,0.0,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,block,512.0,0.0,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,partial,0.05,0.0,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,partial,0.1,0.0,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,partial,0.25,0.0,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,partial,0.5,3.8696054250748305e-185,1
DLinear_ETTm1_h96_fredf_s2022_shuf,11425,partial,1.0,0.7101357837534207,0
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,block,8.0,0.0,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,block,32.0,0.0,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,block,128.0,0.0,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,block,512.0,0.0,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,partial,0.05,0.0,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,partial,0.1,0.0,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,partial,0.25,2.665400271242574e-172,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,partial,0.5,9.293283021023484e-41,1
PatchTST_ETTh1_h336_san_lite_s2021_det,2545,partial,1.0,0.3617955223933288,0
DLinear_ETTm1_h96_revin_s2022_shuf,11425,block,8.0,0.0,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,block,32.0,0.0,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,block,128.0,0.0,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,block,512.0,0.0,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,partial,0.05,0.0,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,partial,0.1,0.0,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,partial,0.25,0.0,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,partial,0.5,6.303944944802596e-120,1
DLinear_ETTm1_h96_revin_s2022_shuf,11425,partial,1.0,0.32648388938460415,0
DLinear_ETTm1_h336_none_s2021_shuf,11185,block,8.0,0.0,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,block,32.0,0.0,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,block,128.0,0.0,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,block,512.0,0.0,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,partial,0.05,0.0,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,partial,0.1,0.0,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,partial,0.25,0.0,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,partial,0.5,2.4276405035627398e-161,1
DLinear_ETTm1_h336_none_s2021_shuf,11185,partial,1.0,0.5663518959590759,0
DLinear_ETTh1_h336_revin_s2022_det,2545,block,8.0,0.0,1
DLinear_ETTh1_h336_revin_s2022_det,2545,block,32.0,0.0,1
DLinear_ETTh1_h336_revin_s2022_det,2545,block,128.0,0.0,1
DLinear_ETTh1_h336_revin_s2022_det,2545,block,512.0,0.0,1
DLinear_ETTh1_h336_revin_s2022_det,2545,partial,0.05,0.0,1
DLinear_ETTh1_h336_revin_s2022_det,2545,partial,0.1,0.0,1
DLinear_ETTh1_h336_revin_s2022_det,2545,partial,0.25,1.2046849854194794e-173,1
DLinear_ETTh1_h336_revin_s2022_det,2545,partial,0.5,1.9738365296402514e-44,1
DLinear_ETTh1_h336_revin_s2022_det,2545,partial,1.0,0.1827093688463836,0
iTransformer_ETTm1_h336_none_s2021_det,11185,block,8.0,0.0,1
iTransformer_ETTm1_h336_none_s2021_det,11185,block,32.0,0.0,1
iTransformer_ETTm1_h336_none_s2021_det,11185,block,128.0,0.0,1
iTransformer_ETTm1_h336_none_s2021_det,11185,block,512.0,0.0,1
iTransformer_ETTm1_h336_none_s2021_det,11185,partial,0.05,0.0,1
iTransformer_ETTm1_h336_none_s2021_det,11185,partial,0.1,0.0,1
iTransformer_ETTm1_h336_none_s2021_det,11185,partial,0.25,0.0,1
iTransformer_ETTm1_h336_none_s2021_det,11185,partial,0.5,2.1478745814059677e-148,1
iTransformer_ETTm1_h336_none_s2021_det,11185,partial,1.0,0.841308379521827,0
DLinear_ETTm1_h96_none_s2021_det,11425,block,8.0,0.0,1
DLinear_ETTm1_h96_none_s2021_det,11425,block,32.0,0.0,1
DLinear_ETTm1_h96_none_s2021_det,11425,block,128.0,0.0,1
DLinear_ETTm1_h96_none_s2021_det,11425,block,512.0,0.0,1
DLinear_ETTm1_h96_none_s2021_det,11425,partial,0.05,0.0,1
DLinear_ETTm1_h96_none_s2021_det,11425,partial,0.1,0.0,1
DLinear_ETTm1_h96_none_s2021_det,11425,partial,0.25,0.0,1
DLinear_ETTm1_h96_none_s2021_det,11425,partial,0.5,1.0074518417514684e-178,1
DLinear_ETTm1_h96_none_s2021_det,11425,partial,1.0,0.505130959831247,0
DLinear_ETTh2_h336_revin_s2021_shuf,2545,block,8.0,0.0,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,block,32.0,0.0,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,block,128.0,0.0,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,block,512.0,0.0,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,partial,0.05,0.0,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,partial,0.1,0.0,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,partial,0.25,2.8300986472800433e-173,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,partial,0.5,6.423536906871036e-38,1
DLinear_ETTh2_h336_revin_s2021_shuf,2545,partial,1.0,0.8528198875749236,0
DLinear_ETTm2_h336_fredf_s2021_det,11185,block,8.0,0.0,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,block,32.0,0.0,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,block,128.0,0.0,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,block,512.0,0.0,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,partial,0.05,0.0,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,partial,0.1,0.0,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,partial,0.25,0.0,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,partial,0.5,4.418889492253552e-138,1
DLinear_ETTm2_h336_fredf_s2021_det,11185,partial,1.0,0.7782723341940618,0
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,block,8.0,0.0,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,block,32.0,0.0,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,block,128.0,0.0,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,block,512.0,0.0,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,partial,0.05,0.0,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,partial,0.1,0.0,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,partial,0.25,0.0,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,partial,0.5,7.841993959689583e-150,1
DLinear_ETTm2_h96_fredf_s2021_shuf,11425,partial,1.0,0.4437068111764264,0
DLinear_Weather_h720_san_lite_s2021_det,4551,block,8.0,0.0,1
DLinear_Weather_h720_san_lite_s2021_det,4551,block,32.0,0.0,1
DLinear_Weather_h720_san_lite_s2021_det,4551,block,128.0,0.0,1
DLinear_Weather_h720_san_lite_s2021_det,4551,block,512.0,0.0,1
DLinear_Weather_h720_san_lite_s2021_det,4551,partial,0.05,0.0,1
DLinear_Weather_h720_san_lite_s2021_det,4551,partial,0.1,0.0,1
DLinear_Weather_h720_san_lite_s2021_det,4551,partial,0.25,0.0,1
DLinear_Weather_h720_san_lite_s2021_det,4551,partial,0.5,1.51482618755136e-82,1
DLinear_Weather_h720_san_lite_s2021_det,4551,partial,1.0,0.041922891569946844,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,block,8.0,0.0,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,block,32.0,0.0,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,block,128.0,0.0,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,block,512.0,0.0,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,partial,0.05,0.0,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,partial,0.1,0.0,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,partial,0.25,3.499423353450148e-156,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,partial,0.5,2.6090847880656886e-36,1
DLinear_ETTh2_h336_fredf_s2023_shuf,2545,partial,1.0,0.39109545276466356,0
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,block,8.0,0.0,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,block,32.0,0.0,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,block,128.0,0.0,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,block,512.0,0.0,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,partial,0.05,0.0,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,partial,0.1,0.0,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,partial,0.25,0.0,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,partial,0.5,1.6308447715325204e-168,1
DLinear_ETTm2_h336_san_lite_s2021_shuf,11185,partial,1.0,0.717257168828443,0
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,block,8.0,0.0,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,block,32.0,0.0,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,block,128.0,0.0,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,block,512.0,0.0,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,partial,0.05,0.0,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,partial,0.1,0.0,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,partial,0.25,0.0,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,partial,0.5,2.160908872585205e-168,1
DLinear_ETTm2_h96_san_lite_s2023_shuf,11425,partial,1.0,0.22810618620948336,0
DLinear_ETTm1_h336_san_lite_s2023_det,11185,block,8.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,block,32.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,block,128.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,block,512.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,partial,0.05,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,partial,0.1,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,partial,0.25,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,partial,0.5,2.3730298522309735e-122,1
DLinear_ETTm1_h336_san_lite_s2023_det,11185,partial,1.0,0.9284860397712673,0
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,block,8.0,0.0,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,block,32.0,0.0,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,block,128.0,0.0,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,block,512.0,0.0,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,partial,0.05,0.0,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,partial,0.1,0.0,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,partial,0.25,1.5303324858896515e-191,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,partial,0.5,1.0915658226295666e-37,1
DLinear_ETTh1_h336_fredf_s2021_shuf,2545,partial,1.0,0.4943569635370824,0
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,block,8.0,0.0,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,block,32.0,0.0,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,block,128.0,0.0,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,block,512.0,0.0,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,partial,0.05,0.0,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,partial,0.1,0.0,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,partial,0.25,0.0,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,partial,0.5,5.082752237013295e-156,1
PatchTST_ETTm1_h336_san_lite_s2021_det,11185,partial,1.0,0.8355332320440786,0
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,block,8.0,0.0,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,block,32.0,0.0,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,block,128.0,0.0,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,block,512.0,0.0,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,partial,0.05,0.0,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,partial,0.1,0.0,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,partial,0.25,1.49814176457543e-186,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,partial,0.5,1.7898204374692506e-31,1
DLinear_ETTh1_h336_san_lite_s2023_shuf,2545,partial,1.0,0.6970602772841461,0
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,block,8.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,block,32.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,block,128.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,block,512.0,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,partial,0.05,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,partial,0.1,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,partial,0.25,0.0,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,partial,0.5,5.874903358269002e-119,1
DLinear_ETTm1_h336_san_lite_s2023_shuf,11185,partial,1.0,0.47081931480296635,0
