dataset,backbone,plugin,pred_len,seed,val_order,cell_id,mse,val_mse,best_epoch,epochs_run,n_val_windows,n_test_windows,n_train_windows,n_params,loader_shuffled_val,seq_len,batch_size,plugin_kind,train_seconds,device,truncated,timestamp,winerr_dir,block_id
ETTm1,DLinear,none,336,2021,deterministic,DLinear_ETTm1_h336_none_s2021_det,0.41323013678040155,0.6359153036378258,5,9,11185,11185,34129,65184,False,96,32,io,236.2,cuda:0,False,2026-09-16 22:39:42,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h336_none_s2021_det,ETTm1_h336_DLinear
ETTm1,DLinear,revin,336,2021,deterministic,DLinear_ETTm1_h336_revin_s2021_det,0.419296414294905,0.6852780468376408,4,8,11185,11185,34129,65198,False,96,32,io,236.1,cuda:0,False,2026-09-16 22:40:43,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h336_revin_s2021_det,ETTm1_h336_DLinear
ETTm1,DLinear,san_lite,336,2021,deterministic,DLinear_ETTm1_h336_san_lite_s2021_det,0.49209680306709147,0.7192853593326457,9,10,11185,11185,34129,65184,False,96,32,io,303.4,cuda:0,False,2026-09-16 22:44:13,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h336_san_lite_s2021_det,ETTm1_h336_DLinear
ETTm1,DLinear,fredf,720,2021,deterministic,DLinear_ETTm1_h720_fredf_s2021_det,0.4719705129339554,0.9023567251383433,9,10,10801,10801,33745,139680,False,96,32,loss,250.8,cuda:0,False,2026-09-16 22:46:41,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h720_fredf_s2021_det,ETTm1_h720_DLinear
ETTm1,DLinear,none,720,2021,deterministic,DLinear_ETTm1_h720_none_s2021_det,0.47377603655037775,0.8745767196221658,1,5,10801,10801,33745,139680,False,96,32,io,146.2,cuda:0,False,2026-09-16 22:42:20,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h720_none_s2021_det,ETTm1_h720_DLinear
ETTm1,DLinear,revin,720,2021,deterministic,DLinear_ETTm1_h720_revin_s2021_det,0.48008455240075276,1.0049411727448696,1,5,10801,10801,33745,139694,False,96,32,io,158.7,cuda:0,False,2026-09-16 22:43:33,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h720_revin_s2021_det,ETTm1_h720_DLinear
ETTm1,DLinear,san_lite,720,2021,deterministic,DLinear_ETTm1_h720_san_lite_s2021_det,0.5411938455430002,1.0336255028156724,9,10,10801,10801,33745,139680,False,96,32,io,265.1,cuda:0,False,2026-09-16 22:47:05,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h720_san_lite_s2021_det,ETTm1_h720_DLinear
ETTm1,DLinear,fredf,96,2021,deterministic,DLinear_ETTm1_h96_fredf_s2021_det,0.34224998713359495,0.3955374530614559,9,10,11425,11425,34369,18624,False,96,32,loss,142.4,cuda:0,False,2026-09-16 22:33:27,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h96_fredf_s2021_det,ETTm1_h96_DLinear
ETTm1,DLinear,none,96,2021,deterministic,DLinear_ETTm1_h96_none_s2021_det,0.3455136573837613,0.3968975241765313,3,7,11425,11425,34369,18624,False,96,32,io,94.8,cuda:0,False,2026-09-16 22:31:49,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h96_none_s2021_det,ETTm1_h96_DLinear
ETTm1,DLinear,revin,96,2021,deterministic,DLinear_ETTm1_h96_revin_s2021_det,0.3504020672355255,0.40856451843832514,3,7,11425,11425,34369,18638,False,96,32,io,106.0,cuda:0,False,2026-09-16 22:32:48,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h96_revin_s2021_det,ETTm1_h96_DLinear
ETTm1,DLinear,san_lite,96,2021,deterministic,DLinear_ETTm1_h96_san_lite_s2021_det,0.4258496929166515,0.4515387095393421,9,10,11425,11425,34369,18624,False,96,32,io,160.9,cuda:0,False,2026-09-16 22:33:54,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm1_h96_san_lite_s2021_det,ETTm1_h96_DLinear
ETTm2,DLinear,fredf,192,2021,deterministic,DLinear_ETTm2_h192_fredf_s2021_det,0.2518806686323561,0.17127677930315902,9,10,11329,11329,34273,37248,False,96,32,loss,273.5,cuda:0,False,2026-09-16 22:52:44,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h192_fredf_s2021_det,ETTm2_h192_DLinear
ETTm2,DLinear,none,192,2021,deterministic,DLinear_ETTm2_h192_none_s2021_det,0.278084895881077,0.18424102849352508,1,5,11329,11329,34273,37248,False,96,32,io,103.0,cuda:0,False,2026-09-16 22:48:35,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h192_none_s2021_det,ETTm2_h192_DLinear
ETTm2,DLinear,revin,192,2021,deterministic,DLinear_ETTm2_h192_revin_s2021_det,0.24591887732243883,0.17080632881337177,2,6,11329,11329,34273,37262,False,96,32,io,157.5,cuda:0,False,2026-09-16 22:49:53,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h192_revin_s2021_det,ETTm2_h192_DLinear
ETTm2,DLinear,san_lite,192,2021,deterministic,DLinear_ETTm2_h192_san_lite_s2021_det,0.25176046261797574,0.17452829174014345,9,10,11329,11329,34273,37248,False,96,32,io,319.6,cuda:0,False,2026-09-16 22:53:35,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h192_san_lite_s2021_det,ETTm2_h192_DLinear
ETTm2,DLinear,fredf,336,2021,deterministic,DLinear_ETTm2_h336_fredf_s2021_det,0.320911215721376,0.22245794696499346,3,7,11185,11185,34129,65184,False,96,32,loss,340.4,cuda:0,False,2026-09-16 22:57:41,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h336_fredf_s2021_det,ETTm2_h336_DLinear
ETTm2,DLinear,none,336,2021,deterministic,DLinear_ETTm2_h336_none_s2021_det,0.36900017091826043,0.24498615970725082,3,7,11185,11185,34129,65184,False,96,32,io,184.5,cuda:0,False,2026-09-16 22:51:50,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h336_none_s2021_det,ETTm2_h336_DLinear
ETTm2,DLinear,revin,336,2021,deterministic,DLinear_ETTm2_h336_revin_s2021_det,0.3067031753951764,0.21781878341434396,1,5,11185,11185,34129,65198,False,96,32,io,150.0,cuda:0,False,2026-09-16 22:52:34,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h336_revin_s2021_det,ETTm2_h336_DLinear
ETTm2,DLinear,san_lite,336,2021,deterministic,DLinear_ETTm2_h336_san_lite_s2021_det,0.311364210883739,0.21913099186943022,9,10,11185,11185,34129,65184,False,96,32,io,612.8,cuda:0,False,2026-09-16 23:03:02,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h336_san_lite_s2021_det,ETTm2_h336_DLinear
ETTm2,DLinear,fredf,720,2021,deterministic,DLinear_ETTm2_h720_fredf_s2021_det,0.4499329284300841,0.3086588398869823,2,6,10801,10801,33745,139680,False,96,32,loss,368.8,cuda:0,False,2026-09-16 23:04:04,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h720_fredf_s2021_det,ETTm2_h720_DLinear
ETTm2,DLinear,none,720,2021,deterministic,DLinear_ETTm2_h720_none_s2021_det,0.5414378056627436,0.3500373771456324,2,6,10801,10801,33745,139680,False,96,32,io,317.7,cuda:0,False,2026-09-16 22:58:16,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h720_none_s2021_det,ETTm2_h720_DLinear
ETTm2,DLinear,revin,720,2021,deterministic,DLinear_ETTm2_h720_revin_s2021_det,0.4068332174533358,0.28900327617507193,3,7,10801,10801,33745,139694,False,96,32,io,408.9,cuda:0,False,2026-09-16 23:00:38,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h720_revin_s2021_det,ETTm2_h720_DLinear
ETTm2,DLinear,fredf,96,2021,deterministic,DLinear_ETTm2_h96_fredf_s2021_det,0.18289740780063926,0.12406722962042684,6,10,11425,11425,34369,18624,False,96,32,loss,156.3,cuda:0,False,2026-09-16 22:48:05,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h96_fredf_s2021_det,ETTm2_h96_DLinear
ETTm2,DLinear,none,96,2021,deterministic,DLinear_ETTm2_h96_none_s2021_det,0.1966647150104861,0.13326142959896817,2,6,11425,11425,34369,18624,False,96,32,io,93.5,cuda:0,False,2026-09-16 22:45:18,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h96_none_s2021_det,ETTm2_h96_DLinear
ETTm2,DLinear,revin,96,2021,deterministic,DLinear_ETTm2_h96_revin_s2021_det,0.1815613647777736,0.12669263707954237,2,6,11425,11425,34369,18638,False,96,32,io,104.3,cuda:0,False,2026-09-16 22:46:08,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h96_revin_s2021_det,ETTm2_h96_DLinear
ETTm2,DLinear,san_lite,96,2021,deterministic,DLinear_ETTm2_h96_san_lite_s2021_det,0.1896994941413707,0.1317677821677787,2,6,11425,11425,34369,18624,False,96,32,io,101.0,cuda:0,False,2026-09-16 22:48:00,/data00/home/liumianhan/order-audit/results/winerr/DLinear_ETTm2_h96_san_lite_s2021_det,ETTm2_h96_DLinear
Weather,DLinear,none,96,2021,deterministic,DLinear_Weather_h96_none_s2021_det,0.19601410591455862,0.46285319380156514,3,7,5175,10444,36696,18624,False,96,32,io,398.5,cuda:0,False,2026-09-16 23:07:32,/data00/home/liumianhan/order-audit/results/winerr/DLinear_Weather_h96_none_s2021_det,Weather_h96_DLinear
