cell_id,dataset,backbone,plugin,pred_len,seed,val_order,split,n,variant,r,z,p,null_sd,reject
DLinear_ETTh2_h96_fredf_s2023_shuf,ETTh2,DLinear,fredf,96,2023,shuffled,val,2785,full_permutation,0.025548756095970487,1.3691483457646676,0.08547645431657608,0.01892267669782691,0
DLinear_ETTh2_h96_fredf_s2023_shuf,ETTh2,DLinear,fredf,96,2023,shuffled,val,2785,observed_loader_order,-0.011185475443163506,-0.5721325906343869,0.7163839243576463,0.01892267669782691,0
DLinear_ETTh2_h96_fredf_s2023_shuf,ETTh2,DLinear,fredf,96,2023,shuffled,test,2785,index_order,0.9989238275087698,52.79918587200438,0.0,0.01892610665121859,1
DLinear_ETTh2_h96_fredf_s2023_shuf,ETTh2,DLinear,fredf,96,2023,shuffled,test,2785,full_permutation,0.014904792433876568,0.8065043760700048,0.2099760429037505,0.01892610665121859,0
DLinear_ETTh2_h96_none_s2021_det,ETTh2,DLinear,none,96,2021,deterministic,val,2785,index_order,0.9972338726620807,52.72106116075978,0.0,0.01892209766079001,1
DLinear_ETTh2_h96_none_s2021_det,ETTh2,DLinear,none,96,2021,deterministic,val,2785,full_permutation,0.0032809196472182076,0.19237375870118414,0.42372472300703995,0.01892209766079001,0
DLinear_ETTh2_h96_none_s2021_det,ETTh2,DLinear,none,96,2021,deterministic,test,2785,index_order,0.9985693748407424,52.790869986657526,0.0,0.01892237370771712,1
DLinear_ETTh2_h96_none_s2021_det,ETTh2,DLinear,none,96,2021,deterministic,test,2785,full_permutation,0.022298093547841683,1.1973809047487631,0.11557906148148145,0.01892237370771712,0
DLinear_ETTh2_h96_none_s2021_shuf,ETTh2,DLinear,none,96,2021,shuffled,val,2785,index_order,0.9980652330838867,52.76649253939684,0.0,0.01892156140074567,1
DLinear_ETTh2_h96_none_s2021_shuf,ETTh2,DLinear,none,96,2021,shuffled,val,2785,full_permutation,-0.023487846598201904,-1.222343690674047,0.8892111581884156,0.01892156140074567,0
DLinear_ETTh2_h96_none_s2021_shuf,ETTh2,DLinear,none,96,2021,shuffled,val,2785,observed_loader_order,-0.016255435728952727,-0.840112503930433,0.799577345029816,0.01892156140074567,0
DLinear_ETTh2_h96_none_s2021_shuf,ETTh2,DLinear,none,96,2021,shuffled,test,2785,index_order,0.9989593503522224,52.80890659060929,0.0,0.018923295524778474,1
DLinear_ETTh2_h96_none_s2021_shuf,ETTh2,DLinear,none,96,2021,shuffled,test,2785,full_permutation,-0.03859494282061214,-2.0205649363900053,0.9783375891409908,0.018923295524778474,0
DLinear_ETTh2_h96_none_s2022_det,ETTh2,DLinear,none,96,2022,deterministic,val,2785,index_order,0.9973794745758523,52.72935694087497,0.0,0.018921882000133398,1
DLinear_ETTh2_h96_none_s2022_det,ETTh2,DLinear,none,96,2022,deterministic,val,2785,full_permutation,0.01715850329074095,0.9257905050309637,0.17727743126838924,0.018921882000133398,0
DLinear_ETTh2_h96_none_s2022_det,ETTh2,DLinear,none,96,2022,deterministic,test,2785,index_order,0.9986336794921661,52.79328760370839,0.0,0.01892272522206577,1
DLinear_ETTh2_h96_none_s2022_det,ETTh2,DLinear,none,96,2022,deterministic,test,2785,full_permutation,-0.007545500397536222,-0.3797711434744837,0.6479423477440683,0.01892272522206577,0
DLinear_ETTh2_h96_none_s2022_shuf,ETTh2,DLinear,none,96,2022,shuffled,val,2785,index_order,0.9972035454993167,52.719380816933096,0.0,0.018922125515199627,1
DLinear_ETTh2_h96_none_s2022_shuf,ETTh2,DLinear,none,96,2022,shuffled,val,2785,full_permutation,0.03014288707570079,1.6119797140917467,0.053483177079561496,0.018922125515199627,0
DLinear_ETTh2_h96_none_s2022_shuf,ETTh2,DLinear,none,96,2022,shuffled,val,2785,observed_loader_order,0.03204213264543191,1.712351396343062,0.04341596515710249,0.018922125515199627,1
DLinear_ETTh2_h96_none_s2022_shuf,ETTh2,DLinear,none,96,2022,shuffled,test,2785,index_order,0.9985464094645307,52.789646401302655,0.0,0.01892237726453459,1
DLinear_ETTh2_h96_none_s2022_shuf,ETTh2,DLinear,none,96,2022,shuffled,test,2785,full_permutation,0.003463645741748574,0.2020275301884195,0.4199476009681345,0.01892237726453459,0
DLinear_ETTh2_h96_none_s2023_det,ETTh2,DLinear,none,96,2023,deterministic,val,2785,index_order,0.9973513660622471,52.72686972675944,0.0,0.01892224148019539,1
DLinear_ETTh2_h96_none_s2023_det,ETTh2,DLinear,none,96,2023,deterministic,val,2785,full_permutation,-0.0190878418993058,-0.989768919110822,0.8388564600898112,0.01892224148019539,0
DLinear_ETTh2_h96_none_s2023_det,ETTh2,DLinear,none,96,2023,deterministic,test,2785,index_order,0.9986064856936115,52.792982719064256,0.0,0.018922319400134415,1
DLinear_ETTh2_h96_none_s2023_det,ETTh2,DLinear,none,96,2023,deterministic,test,2785,full_permutation,-0.01641339647063638,-0.8484267033471324,0.8018998118002679,0.018922319400134415,0
DLinear_ETTh2_h96_none_s2023_shuf,ETTh2,DLinear,none,96,2023,shuffled,val,2785,index_order,0.9976647281508699,52.74422125080125,0.0,0.018921957702390146,1
DLinear_ETTh2_h96_none_s2023_shuf,ETTh2,DLinear,none,96,2023,shuffled,val,2785,full_permutation,0.0013556939577571549,0.09062959483517857,0.4638934577087802,0.018921957702390146,0
DLinear_ETTh2_h96_none_s2023_shuf,ETTh2,DLinear,none,96,2023,shuffled,val,2785,observed_loader_order,-0.0047861559868823,-0.23395890923190543,0.5924915604623341,0.018921957702390146,0
DLinear_ETTh2_h96_none_s2023_shuf,ETTh2,DLinear,none,96,2023,shuffled,test,2785,index_order,0.9987599373417536,52.79964262881281,0.0,0.018922838924648938,1
DLinear_ETTh2_h96_none_s2023_shuf,ETTh2,DLinear,none,96,2023,shuffled,test,2785,full_permutation,-0.011544794149072292,-0.5911163114221224,0.7227787542900711,0.018922838924648938,0
DLinear_ETTh2_h96_revin_s2021_det,ETTh2,DLinear,revin,96,2021,deterministic,val,2785,index_order,0.9965679304826606,52.67724608677701,0.0,0.018925194461431937,1
DLinear_ETTh2_h96_revin_s2021_det,ETTh2,DLinear,revin,96,2021,deterministic,val,2785,full_permutation,-0.04043199124528876,-2.1174311273078397,0.9828883626209436,0.018925194461431937,0
DLinear_ETTh2_h96_revin_s2021_det,ETTh2,DLinear,revin,96,2021,deterministic,test,2785,index_order,0.9979795525157759,52.73171571115689,0.0,0.01893241542502756,1
DLinear_ETTh2_h96_revin_s2021_det,ETTh2,DLinear,revin,96,2021,deterministic,test,2785,full_permutation,0.010537446667428476,0.5755547733926542,0.2824580790520008,0.01893241542502756,0
DLinear_ETTh2_h96_revin_s2021_shuf,ETTh2,DLinear,revin,96,2021,shuffled,val,2785,index_order,0.9965710634318473,52.677468001683444,0.0,0.018925174209251796,1
DLinear_ETTh2_h96_revin_s2021_shuf,ETTh2,DLinear,revin,96,2021,shuffled,val,2785,full_permutation,0.01255343727113136,0.6822992766490739,0.24752486518367656,0.018925174209251796,0
DLinear_ETTh2_h96_revin_s2021_shuf,ETTh2,DLinear,revin,96,2021,shuffled,val,2785,observed_loader_order,0.04964822504855641,2.6423757001089347,0.004116333884606304,0.018925174209251796,1
DLinear_ETTh2_h96_revin_s2021_shuf,ETTh2,DLinear,revin,96,2021,shuffled,test,2785,index_order,0.9979794160998229,52.731634297062584,0.0,0.018932442068417633,1
DLinear_ETTh2_h96_revin_s2021_shuf,ETTh2,DLinear,revin,96,2021,shuffled,test,2785,full_permutation,-0.013148656219317347,-0.6755314909085807,0.7503309244588146,0.018932442068417633,0
DLinear_ETTh2_h96_revin_s2022_det,ETTh2,DLinear,revin,96,2022,deterministic,val,2785,index_order,0.9967987177427495,52.68957970299729,0.0,0.01892514456873385,1
DLinear_ETTh2_h96_revin_s2022_det,ETTh2,DLinear,revin,96,2022,deterministic,val,2785,full_permutation,-0.031729462417152125,-1.6575972194516257,0.9513006043573451,0.018925144568733853,0
DLinear_ETTh2_h96_revin_s2022_det,ETTh2,DLinear,revin,96,2022,deterministic,test,2785,index_order,0.998068883897097,52.7358981456847,0.0,0.018932607851699132,1
DLinear_ETTh2_h96_revin_s2022_det,ETTh2,DLinear,revin,96,2022,deterministic,test,2785,full_permutation,-0.0007545121679309355,-0.02088020671682621,0.5083293920328669,0.018932607851699132,0
DLinear_ETTh2_h96_revin_s2022_shuf,ETTh2,DLinear,revin,96,2022,shuffled,val,2785,index_order,0.9967672141591206,52.68789732776634,0.0,0.018925150938523736,1
DLinear_ETTh2_h96_revin_s2022_shuf,ETTh2,DLinear,revin,96,2022,shuffled,val,2785,full_permutation,0.0013485478563726272,0.09023670480721095,0.4640495585363087,0.018925150938523736,0
DLinear_ETTh2_h96_revin_s2022_shuf,ETTh2,DLinear,revin,96,2022,shuffled,val,2785,observed_loader_order,0.015463534965385314,0.836068912690977,0.20155806797329778,0.018925150938523736,0
DLinear_ETTh2_h96_revin_s2022_shuf,ETTh2,DLinear,revin,96,2022,shuffled,test,2785,index_order,0.9980490968896375,52.73469628485916,0.0,0.018932664121146987,1
DLinear_ETTh2_h96_revin_s2022_shuf,ETTh2,DLinear,revin,96,2022,shuffled,test,2785,full_permutation,-0.00019427116378088107,0.008711095145545633,0.49652481978918456,0.018932664121146987,0
DLinear_ETTh2_h96_revin_s2023_det,ETTh2,DLinear,revin,96,2023,deterministic,val,2785,index_order,0.9968068551586831,52.68986645895244,0.0,0.018925196011605288,1
DLinear_ETTh2_h96_revin_s2023_det,ETTh2,DLinear,revin,96,2023,deterministic,val,2785,full_permutation,0.007437785321215249,0.4119894303199208,0.3401735852028349,0.018925196011605288,0
DLinear_ETTh2_h96_revin_s2023_det,ETTh2,DLinear,revin,96,2023,deterministic,test,2785,index_order,0.9980765573145646,52.73710950495634,0.0,0.01893231847723904,1
DLinear_ETTh2_h96_revin_s2023_det,ETTh2,DLinear,revin,96,2023,deterministic,test,2785,full_permutation,-0.005695302112039224,-0.2818517296841161,0.6109713981912087,0.01893231847723904,0
DLinear_ETTh2_h96_revin_s2023_shuf,ETTh2,DLinear,revin,96,2023,shuffled,val,2785,index_order,0.9968256846373976,52.69081495861784,0.0,0.01892521269262703,1
DLinear_ETTh2_h96_revin_s2023_shuf,ETTh2,DLinear,revin,96,2023,shuffled,val,2785,full_permutation,-0.021319582403004866,-1.1075377244701645,0.8659692442886975,0.01892521269262703,0
DLinear_ETTh2_h96_revin_s2023_shuf,ETTh2,DLinear,revin,96,2023,shuffled,val,2785,observed_loader_order,-0.009509659017133592,-0.48350651395318905,0.6856319321326079,0.01892521269262703,0
DLinear_ETTh2_h96_revin_s2023_shuf,ETTh2,DLinear,revin,96,2023,shuffled,test,2785,index_order,0.9980824861148236,52.73745900131137,0.0,0.018932305431937767,1
DLinear_ETTh2_h96_revin_s2023_shuf,ETTh2,DLinear,revin,96,2023,shuffled,test,2785,full_permutation,-0.019379167128286308,-1.0046305134028635,0.8424626006344693,0.018932305431937767,0
DLinear_ETTh2_h96_san_lite_s2021_det,ETTh2,DLinear,san_lite,96,2021,deterministic,val,2785,index_order,0.994169429861071,52.55133396077731,0.0,0.01892489781526108,1
DLinear_ETTh2_h96_san_lite_s2021_det,ETTh2,DLinear,san_lite,96,2021,deterministic,val,2785,full_permutation,0.009591042040088885,0.525774962671864,0.2995222862291383,0.01892489781526108,0
DLinear_ETTh2_h96_san_lite_s2021_det,ETTh2,DLinear,san_lite,96,2021,deterministic,test,2785,index_order,0.9968118407715217,52.67442214246539,0.0,0.018930839591876893,1
DLinear_ETTh2_h96_san_lite_s2021_det,ETTh2,DLinear,san_lite,96,2021,deterministic,test,2785,full_permutation,0.026052750503940847,1.3951809045792614,0.08148064690998613,0.018930839591876893,0
DLinear_ETTh2_h96_san_lite_s2021_shuf,ETTh2,DLinear,san_lite,96,2021,shuffled,val,2785,index_order,0.9942409283701531,52.55510001531673,0.0,0.01892490212144177,1
DLinear_ETTh2_h96_san_lite_s2021_shuf,ETTh2,DLinear,san_lite,96,2021,shuffled,val,2785,full_permutation,0.014116491222502869,0.7649015319556595,0.22216509081191205,0.01892490212144177,0
DLinear_ETTh2_h96_san_lite_s2021_shuf,ETTh2,DLinear,san_lite,96,2021,shuffled,val,2785,observed_loader_order,0.047836327055411486,2.546672217823794,0.005437776676319074,0.01892490212144177,1
DLinear_ETTh2_h96_san_lite_s2021_shuf,ETTh2,DLinear,san_lite,96,2021,shuffled,test,2785,index_order,0.9968497049833022,52.676399170927965,0.0,0.01893084789546434,1
DLinear_ETTh2_h96_san_lite_s2021_shuf,ETTh2,DLinear,san_lite,96,2021,shuffled,test,2785,full_permutation,-0.007918855061531662,-0.39933022022981013,0.6551750486943181,0.01893084789546434,0
DLinear_ETTh2_h96_san_lite_s2022_det,ETTh2,DLinear,san_lite,96,2022,deterministic,val,2785,index_order,0.9943917736520677,52.562883964973544,0.0,0.01892496937034964,1
DLinear_ETTh2_h96_san_lite_s2022_det,ETTh2,DLinear,san_lite,96,2022,deterministic,val,2785,full_permutation,0.020926705024648072,1.1247521731948602,0.13034703316900775,0.01892496937034964,0
DLinear_ETTh2_h96_san_lite_s2022_det,ETTh2,DLinear,san_lite,96,2022,deterministic,test,2785,index_order,0.9969087458544555,52.6788715831679,0.0,0.01893108017096183,1
DLinear_ETTh2_h96_san_lite_s2022_det,ETTh2,DLinear,san_lite,96,2022,deterministic,test,2785,full_permutation,0.009098141836524215,0.49956669949185295,0.30869010533240127,0.01893108017096183,0
DLinear_ETTh2_h96_san_lite_s2022_shuf,ETTh2,DLinear,san_lite,96,2022,shuffled,val,2785,index_order,0.9943873790282022,52.562598429571025,0.0,0.018924988568884558,1
DLinear_ETTh2_h96_san_lite_s2022_shuf,ETTh2,DLinear,san_lite,96,2022,shuffled,val,2785,full_permutation,-0.008545404927686578,-0.4325608702795758,0.6673330890953,0.018924988568884558,0
DLinear_ETTh2_h96_san_lite_s2022_shuf,ETTh2,DLinear,san_lite,96,2022,shuffled,val,2785,observed_loader_order,0.017931904310449144,0.9665051921257818,0.16689572505186506,0.018924988568884558,0
DLinear_ETTh2_h96_san_lite_s2022_shuf,ETTh2,DLinear,san_lite,96,2022,shuffled,test,2785,index_order,0.9969042988796963,52.67862753033308,0.0,0.018931083458994014,1
DLinear_ETTh2_h96_san_lite_s2022_shuf,ETTh2,DLinear,san_lite,96,2022,shuffled,test,2785,full_permutation,-0.0019662925873475817,-0.08489198140876672,0.5338263666577573,0.018931083458994014,0
DLinear_ETTh2_h96_san_lite_s2023_det,ETTh2,DLinear,san_lite,96,2023,deterministic,val,2785,index_order,0.9945302297229535,52.570216699773574,0.0,0.01892496336484642,1
DLinear_ETTh2_h96_san_lite_s2023_det,ETTh2,DLinear,san_lite,96,2023,deterministic,val,2785,full_permutation,-0.012362940037741075,-0.6342809972218743,0.7370512721439162,0.01892496336484642,0
DLinear_ETTh2_h96_san_lite_s2023_det,ETTh2,DLinear,san_lite,96,2023,deterministic,test,2785,index_order,0.9969867035069264,52.68366926266987,0.0,0.018930835928239263,1
DLinear_ETTh2_h96_san_lite_s2023_det,ETTh2,DLinear,san_lite,96,2023,deterministic,test,2785,full_permutation,-0.03414064075149748,-1.7844666488713583,0.9628260652672583,0.018930835928239263,0
DLinear_ETTh2_h96_san_lite_s2023_shuf,ETTh2,DLinear,san_lite,96,2023,shuffled,val,2785,index_order,0.9945006400093961,52.56864398694027,0.0,0.018924966671364965,1
DLinear_ETTh2_h96_san_lite_s2023_shuf,ETTh2,DLinear,san_lite,96,2023,shuffled,val,2785,full_permutation,0.021801184709362025,1.1709600601406265,0.12080741580297993,0.01892496667136497,0
DLinear_ETTh2_h96_san_lite_s2023_shuf,ETTh2,DLinear,san_lite,96,2023,shuffled,val,2785,observed_loader_order,-0.010198054161642892,-0.5198877720736514,0.6984291007198206,0.01892496667136497,0
DLinear_ETTh2_h96_san_lite_s2023_shuf,ETTh2,DLinear,san_lite,96,2023,shuffled,test,2785,index_order,0.9969714903164137,52.68287738661008,0.0,0.018930831708372006,1
DLinear_ETTh2_h96_san_lite_s2023_shuf,ETTh2,DLinear,san_lite,96,2023,shuffled,test,2785,full_permutation,0.0015485649018199528,0.1007753031408077,0.4598644161269912,0.018930831708372006,0
DLinear_ETTm1_h192_fredf_s2021_det,ETTm1,DLinear,fredf,192,2021,deterministic,val,11329,index_order,0.9995759984306858,106.4748205656074,0.0,0.009388738764306001,1
DLinear_ETTm1_h192_fredf_s2021_det,ETTm1,DLinear,fredf,192,2021,deterministic,val,11329,full_permutation,0.0010404401407549276,0.12022029851381774,0.45215431925144145,0.009388738764306001,0
DLinear_ETTm1_h192_fredf_s2021_det,ETTm1,DLinear,fredf,192,2021,deterministic,test,11329,index_order,0.9986889886495192,106.33657766279954,0.0,0.00939260306696034,1
DLinear_ETTm1_h192_fredf_s2021_det,ETTm1,DLinear,fredf,192,2021,deterministic,test,11329,full_permutation,0.004684146595053794,0.5081044516827912,0.3056900467359513,0.00939260306696034,0
DLinear_ETTm1_h192_none_s2021_det,ETTm1,DLinear,none,192,2021,deterministic,val,11329,index_order,0.9992087641113181,106.43343553329372,0.0,0.009388939067318592,1
DLinear_ETTm1_h192_none_s2021_det,ETTm1,DLinear,none,192,2021,deterministic,val,11329,full_permutation,-0.008594168141166723,-0.9059480782675638,0.8175183325000657,0.009388939067318592,0
DLinear_ETTm1_h192_none_s2021_det,ETTm1,DLinear,none,192,2021,deterministic,test,11329,index_order,0.9978542859298427,106.24739676697192,0.0,0.009392630719741281,1
DLinear_ETTm1_h192_none_s2021_det,ETTm1,DLinear,none,192,2021,deterministic,test,11329,full_permutation,0.00031027088710306854,0.04243195917663402,0.4830771757726464,0.009392630719741281,0
DLinear_ETTm1_h192_revin_s2021_det,ETTm1,DLinear,revin,192,2021,deterministic,val,11329,index_order,0.9992446323872411,106.43632545171728,0.0,0.009389021135239461,1
DLinear_ETTm1_h192_revin_s2021_det,ETTm1,DLinear,revin,192,2021,deterministic,val,11329,full_permutation,0.004424768394009052,0.4806726031565315,0.3153746028310457,0.009389021135239461,0
DLinear_ETTm1_h192_revin_s2021_det,ETTm1,DLinear,revin,192,2021,deterministic,test,11329,index_order,0.9978933187167454,106.25335548943272,0.0,0.009392471333784432,1
DLinear_ETTm1_h192_revin_s2021_det,ETTm1,DLinear,revin,192,2021,deterministic,test,11329,full_permutation,-0.010121202816456532,-1.0681880863676647,0.8572821611469643,0.009392471333784432,0
DLinear_ETTm1_h192_san_lite_s2021_det,ETTm1,DLinear,san_lite,192,2021,deterministic,val,11329,index_order,0.9985060231622285,106.36307752614296,0.0,0.009388542746452051,1
DLinear_ETTm1_h192_san_lite_s2021_det,ETTm1,DLinear,san_lite,192,2021,deterministic,val,11329,full_permutation,0.016138879838389106,1.7283999351954353,0.04195827355607338,0.009388542746452051,1
DLinear_ETTm1_h192_san_lite_s2021_det,ETTm1,DLinear,san_lite,192,2021,deterministic,test,11329,index_order,0.9944089715707622,105.87221306077886,0.0,0.009393373574197433,1
DLinear_ETTm1_h192_san_lite_s2021_det,ETTm1,DLinear,san_lite,192,2021,deterministic,test,11329,full_permutation,0.016054797201210537,1.718559781515768,0.04284728011467664,0.009393373574197433,1
DLinear_ETTm1_h336_fredf_s2021_det,ETTm1,DLinear,fredf,336,2021,deterministic,val,11185,index_order,0.9997575577583514,105.80114895279303,0.0,0.009450246817756691,1
DLinear_ETTm1_h336_fredf_s2021_det,ETTm1,DLinear,fredf,336,2021,deterministic,val,11185,full_permutation,-0.002249957424734401,-0.22862302102970117,0.590419034892878,0.009450246817756691,0
DLinear_ETTm1_h336_fredf_s2021_det,ETTm1,DLinear,fredf,336,2021,deterministic,test,11185,index_order,0.9991683763746492,105.7202123798643,0.0,0.009451908649520956,1
DLinear_ETTm1_h336_fredf_s2021_det,ETTm1,DLinear,fredf,336,2021,deterministic,test,11185,full_permutation,0.0032232192597691912,0.3504723575295694,0.36299211587864155,0.009451908649520956,0
DLinear_ETTm1_h336_fredf_s2021_shuf,ETTm1,DLinear,fredf,336,2021,shuffled,val,11185,index_order,0.9997598956767081,105.80128252364875,0.0,0.009450256984370712,1
DLinear_ETTm1_h336_fredf_s2021_shuf,ETTm1,DLinear,fredf,336,2021,shuffled,val,11185,full_permutation,0.0022750431958216007,0.25020024825934356,0.40121624663837124,0.009450256984370712,0
DLinear_ETTm1_h336_fredf_s2021_shuf,ETTm1,DLinear,fredf,336,2021,shuffled,val,11185,observed_loader_order,0.006664837211758957,0.7147160834580484,0.23739224873319942,0.009450256984370712,0
DLinear_ETTm1_h336_fredf_s2021_shuf,ETTm1,DLinear,fredf,336,2021,shuffled,test,11185,index_order,0.9991756024956594,105.72094871027733,0.0,0.009451911169297913,1
DLinear_ETTm1_h336_fredf_s2021_shuf,ETTm1,DLinear,fredf,336,2021,shuffled,test,11185,full_permutation,0.01274541881857093,1.357908684969883,0.08724633060201764,0.009451911169297913,0
DLinear_ETTm1_h336_fredf_s2022_det,ETTm1,DLinear,fredf,336,2022,deterministic,val,11185,index_order,0.9997550413330054,105.80108751662785,0.0,0.009450228520795224,1
DLinear_ETTm1_h336_fredf_s2022_det,ETTm1,DLinear,fredf,336,2022,deterministic,val,11185,full_permutation,0.0025105141003231,0.2751179553366891,0.39161280865350856,0.009450228520795224,0
DLinear_ETTm1_h336_fredf_s2022_det,ETTm1,DLinear,fredf,336,2022,deterministic,test,11185,index_order,0.9991582541341408,105.71919478306644,0.0,0.009451903882094057,1
DLinear_ETTm1_h336_fredf_s2022_det,ETTm1,DLinear,fredf,336,2022,deterministic,test,11185,full_permutation,0.010074833479876585,1.0753650327437794,0.1411056653250497,0.009451903882094057,0
DLinear_ETTm1_h336_fredf_s2022_shuf,ETTm1,DLinear,fredf,336,2022,shuffled,val,11185,index_order,0.999754721023269,105.80107472095636,0.0,0.009450226636242374,1
DLinear_ETTm1_h336_fredf_s2022_shuf,ETTm1,DLinear,fredf,336,2022,shuffled,val,11185,full_permutation,-0.007900589673919739,-0.8265596717205392,0.7957566583891348,0.009450226636242374,0
DLinear_ETTm1_h336_fredf_s2022_shuf,ETTm1,DLinear,fredf,336,2022,shuffled,val,11185,observed_loader_order,0.0026495596203852884,0.28983146897913054,0.38597258594727946,0.009450226636242374,0
DLinear_ETTm1_h336_fredf_s2022_shuf,ETTm1,DLinear,fredf,336,2022,shuffled,test,11185,index_order,0.9991580974805746,105.71918037360874,0.0,0.009451903688593152,1
DLinear_ETTm1_h336_fredf_s2022_shuf,ETTm1,DLinear,fredf,336,2022,shuffled,test,11185,full_permutation,-0.016438512386499717,-1.7297149312310243,0.9581593901652048,0.009451903688593152,0
DLinear_ETTm1_h336_fredf_s2023_det,ETTm1,DLinear,fredf,336,2023,deterministic,val,11185,index_order,0.9997570269156932,105.80130161603408,0.0,0.009450228164413717,1
DLinear_ETTm1_h336_fredf_s2023_det,ETTm1,DLinear,fredf,336,2023,deterministic,val,11185,full_permutation,0.026568363599231138,2.8208606801048077,0.0023947499249096795,0.009450228164413717,1
DLinear_ETTm1_h336_fredf_s2023_det,ETTm1,DLinear,fredf,336,2023,deterministic,test,11185,index_order,0.9991625966416259,105.7196317351728,0.0,0.009451905891921098,1
DLinear_ETTm1_h336_fredf_s2023_det,ETTm1,DLinear,fredf,336,2023,deterministic,test,11185,full_permutation,0.020199262084461635,2.1465168786313966,0.015915881809373197,0.009451905891921098,1
DLinear_ETTm1_h336_fredf_s2023_shuf,ETTm1,DLinear,fredf,336,2023,shuffled,val,11185,index_order,0.9997565103458679,105.80122037577627,0.0,0.009450230538385835,1
DLinear_ETTm1_h336_fredf_s2023_shuf,ETTm1,DLinear,fredf,336,2023,shuffled,val,11185,full_permutation,0.00025355748445931686,0.03629233496989854,0.4855246308615388,0.009450230538385835,0
DLinear_ETTm1_h336_fredf_s2023_shuf,ETTm1,DLinear,fredf,336,2023,shuffled,val,11185,observed_loader_order,0.002782546284020842,0.30390366881927294,0.38060064129967025,0.009450230538385835,0
DLinear_ETTm1_h336_fredf_s2023_shuf,ETTm1,DLinear,fredf,336,2023,shuffled,test,11185,index_order,0.9991609977936416,105.71945314720443,0.0,0.009451906735178262,1
DLinear_ETTm1_h336_fredf_s2023_shuf,ETTm1,DLinear,fredf,336,2023,shuffled,test,11185,full_permutation,0.008172945852630323,0.8741473579782464,0.19101900490006163,0.009451906735178262,0
DLinear_ETTm1_h336_none_s2021_det,ETTm1,DLinear,none,336,2021,deterministic,val,11185,index_order,0.9995037905136963,105.77243208653113,0.0,0.009450413347248401,1
DLinear_ETTm1_h336_none_s2021_det,ETTm1,DLinear,none,336,2021,deterministic,val,11185,full_permutation,-0.004976326580064897,-0.5171110461221501,0.6974606784603399,0.009450413347248401,0
DLinear_ETTm1_h336_none_s2021_det,ETTm1,DLinear,none,336,2021,deterministic,test,11185,index_order,0.9985157595635965,105.65049277157684,0.0,0.009451968910078136,1
DLinear_ETTm1_h336_none_s2021_det,ETTm1,DLinear,none,336,2021,deterministic,test,11185,full_permutation,-0.01154976477068265,-1.2124829685675897,0.8873362208970588,0.009451968910078136,0
DLinear_ETTm1_h336_none_s2021_shuf,ETTm1,DLinear,none,336,2021,shuffled,val,11185,index_order,0.9995967373774328,105.78207346058504,0.0,0.00945043066486784,1
DLinear_ETTm1_h336_none_s2021_shuf,ETTm1,DLinear,none,336,2021,shuffled,val,11185,full_permutation,-0.007082554024761985,-0.7399811527083706,0.7703442847290265,0.00945043066486784,0
DLinear_ETTm1_h336_none_s2021_shuf,ETTm1,DLinear,none,336,2021,shuffled,val,11185,observed_loader_order,0.008843618322367857,0.9452512892728925,0.1722653001430957,0.00945043066486784,0
DLinear_ETTm1_h336_none_s2021_shuf,ETTm1,DLinear,none,336,2021,shuffled,test,11185,index_order,0.9987495322726199,105.67497278257378,0.0,0.009451991511514398,1
DLinear_ETTm1_h336_none_s2021_shuf,ETTm1,DLinear,none,336,2021,shuffled,test,11185,full_permutation,-0.009877089356729055,-1.0355146740264398,0.8497856914422057,0.009451991511514398,0
DLinear_ETTm1_h336_none_s2022_det,ETTm1,DLinear,none,336,2022,deterministic,val,11185,index_order,0.9995091361154422,105.7731786154977,0.0,0.00945039718619901,1
DLinear_ETTm1_h336_none_s2022_det,ETTm1,DLinear,none,336,2022,deterministic,val,11185,full_permutation,-0.007708246249091695,-0.8061918087882479,0.7899338694908775,0.00945039718619901,0
DLinear_ETTm1_h336_none_s2022_det,ETTm1,DLinear,none,336,2022,deterministic,test,11185,index_order,0.9985211828957049,105.65112022965509,0.0,0.00945196410764785,1
DLinear_ETTm1_h336_none_s2022_det,ETTm1,DLinear,none,336,2022,deterministic,test,11185,full_permutation,-0.006303789101357522,-0.6574692394934879,0.7445603782090904,0.00945196410764785,0
DLinear_ETTm1_h336_none_s2022_shuf,ETTm1,DLinear,none,336,2022,shuffled,val,11185,index_order,0.9995490009716819,105.7770495127722,0.0,0.009450428226387253,1
DLinear_ETTm1_h336_none_s2022_shuf,ETTm1,DLinear,none,336,2022,shuffled,val,11185,full_permutation,-0.0013612024687781109,-0.1345747505329448,0.5535259469349434,0.009450428226387253,0
DLinear_ETTm1_h336_none_s2022_shuf,ETTm1,DLinear,none,336,2022,shuffled,val,11185,observed_loader_order,-0.005935149978647619,-0.6185684278880349,0.7318996469172064,0.009450428226387253,0
DLinear_ETTm1_h336_none_s2022_shuf,ETTm1,DLinear,none,336,2022,shuffled,test,11185,index_order,0.9986402224629017,105.66354286416433,0.0,0.009451979451366686,1
DLinear_ETTm1_h336_none_s2022_shuf,ETTm1,DLinear,none,336,2022,shuffled,test,11185,full_permutation,-0.011621481993335386,-1.2200691511115578,0.8887806691193538,0.009451979451366685,0
DLinear_ETTm1_h336_none_s2023_det,ETTm1,DLinear,none,336,2023,deterministic,val,11185,index_order,0.9995275189162881,105.77461061423229,0.0,0.009450443036937725,1
